company_id,display_name,edinet_code,exchange,financial_collection_method,legal_name,name_ja,name_ko,official_filing_index_url,official_ir_data_url,reporting_currency,scope_note_ko,ticker
capcom,Capcom,E02417,TSE Prime,official_ir_euroland,"CAPCOM CO., LTD.",株式会社カプコン,캡콤,https://www.capcom.co.jp/ir/data/report.html,https://asia.tools.euroland.com/tools/ia/?companycode=jp-cpk&lang=en-GB&t=0&t0=0&v=ad_r2021,JPY,디지털 콘텐츠 외 아케이드 운영·오락기기·기타 사업을 포함한 연결 실적,9697
